key,LD1,LD2,LD3,LD4,LD5,LD6,LD7,LD8,LD9,LD10,LD11,LD12,LD13,LD14,LD15,LD16,LD17,LD18,LD19,LD20,assign,grp,posterior_assign,posterior_grp,Population,lat,lon
807,5.595769809093911,2.22677911892605,6.33708102335454,0.8638382424821691,-0.34987347591600204,-0.885978599209245,-0.933441160157457,-2.04235810595903,-1.4189329771588302,-0.633410773065943,-2.0147171607828103,-2.51130097883783,0.230123427578612,0.659712797557294,-0.774430994939491,1.58899040930109,-0.8454160023247941,1.8674187378319498,-0.182029294068897,1.05458666208532,20,20,0.619550297830611,0.619550297830611,Orcadian,59.0,-3.0
808,3.48091334639242,0.41550371157118,6.17113872458183,1.09452737021532,0.641102821923745,0.558548939842474,-1.7158814175997001,-0.9498838040202621,-2.5653610864412597,0.29658135542417896,-0.914763130720735,-3.1641698661790003,-0.494815867979188,2.18123288550649,-0.0333730486173185,1.4268365805085301,-0.7798542494824929,1.79295798140731,1.36006284586516,-0.0761018133620304,22,20,0.639280440664214,0.303806624679218,Orcadian,59.0,-3.0
810,4.64356851901728,2.28601296514608,5.30451013071329,0.612363824125746,0.9007636478386909,-0.0599652182309088,-2.0765268386893503,-3.4162433241351606,-0.936972277536547,-0.96403384683741,-0.125674778036031,-1.72372837792135,1.67087120720222,1.57968853369631,-0.281462663176127,-0.15083850253134098,1.26026887797552,1.03044161884939,-0.577050582952652,-0.732842399737878,25,20,0.372502281867166,0.259843118190468,Orcadian,59.0,-3.0
1381,4.830001312003731,0.913700217582304,4.78173578590983,-0.833750672782284,-0.599268827312301,-0.0516622293665633,0.0968091419846704,-1.03033898746101,-0.6094494572630761,0.207851843099625,0.9754533427149871,-0.524785965035848,1.4966765363275802,1.63479654438577,0.791885165405596,-0.283148036199228,-0.826130029833657,0.0935957681935444,-0.652143474575827,0.694409257506126,21,21,0.9419926938478291,0.9419926938478291,Adygei,44.0,39.0
1382,5.763768634261661,1.48990346230472,4.81885251869447,1.88229756030458,-0.9701334529180708,0.657434531960079,1.1995309364892701,-2.44114517331597,-0.7876147057298329,1.07577468462192,-0.448976284403647,-0.439383110892556,2.11663986210305,1.05487185509794,-0.18638283606633702,0.20598358573144898,-0.241800685778414,-1.2262763105445502,0.0889627298709977,-0.0841307251923532,21,21,0.519599044815389,0.519599044815389,Adygei,44.0,39.0
1383,4.20428681806779,1.4978841785977097,2.52603330509521,2.50343642674062,-0.808167965995007,-0.261400973985168,-1.19659501625173,-0.292841752856943,-0.0507625873512879,1.4146310937648503,-1.84204198578004,0.971350495618735,-0.7040544839191359,1.84851584820035,1.58978671822277,-0.213231695238218,-0.311496155072391,1.7286740387993202,-0.468034717963617,1.69815158921173,21,21,0.9753653892254621,0.9753653892254621,Adygei,44.0,39.0
1384,3.99653029049684,1.0112637589998401,5.53266980418543,-0.325595171610622,-1.0743987095595602,0.24625518024784698,0.541189900128485,-0.49520510743170393,0.703007093469702,1.16506558950367,-1.0371012692094999,-1.10051812309,-0.47184957814493395,-0.5930373704903521,1.88406399913484,-1.35480361194275,-0.6001328487034129,-0.51446065921801,0.5630923223362929,1.25365641298435,21,21,0.9981332248913629,0.9981332248913629,Adygei,44.0,39.0
1385,4.92562603550311,1.6812730426432698,5.37827719259979,0.38896759541001297,0.18225893271586702,0.0639381111099429,1.0078487908084002,-0.41761417494198905,-1.2319054032468602,-1.2840234817029799,-0.7770415634411719,0.612595484012068,-0.898196829543801,1.20739351606373,1.27239066499618,-1.99608968233797,-1.59617310058568,-0.592540578768662,0.9036005630541949,-0.253838917839817,21,21,0.9848590339374491,0.9848590339374491,Adygei,44.0,39.0
1386,4.6015971773836295,1.6775982043262199,6.29925317845274,0.6656533504751071,0.11663937012245401,-0.650116641066879,0.9454106070852819,0.45609200871638594,-0.545848862047421,1.44683771767794,0.153507569296948,-0.794389479998292,0.5777690781041639,0.596534800613122,1.0309611734208002,-1.6870167041178998,-1.17573207350988,0.0193477335327078,-0.13918905140923302,0.0636493511241659,21,21,0.99596766501464,0.99596766501464,Adygei,44.0,39.0
1387,5.6322644897988,0.63777464092061,5.24813100060594,-0.7187261637264921,0.44794608720906,0.0304079383655499,-0.9449545129813249,0.980299615938864,0.28655403492179804,0.36137133289780105,-0.639653501767411,-0.387602289144502,-0.43320399367021895,-0.6382762944354411,-1.71300222784392,-0.301235920450964,-0.488478675818277,0.7412024829576591,-0.9926627598999499,1.25862227824264,38,21,0.7643568506479971,0.136495775851194,Adygei,44.0,39.0
1388,4.17313437764484,1.65581621026588,5.02486461216675,1.06983237776346,2.1935092494869,-0.784231094115897,-0.33963137071111205,-0.5245238935241401,-1.55299607831555,1.56452906545169,0.42334913170460403,-0.0434055745337009,-0.340629591521945,1.32379897544665,1.72329617484661,-0.7107543810488679,1.3551605411932501,0.637341206983478,-0.0962514579991498,0.27912318479897197,21,21,0.8579864756098071,0.8579864756098071,Adygei,44.0,39.0
1396,4.98606360282867,-0.17487720709031102,5.611461314339469,1.70713216820214,-0.256339146210043,1.20933007674457,0.33587162277762705,-0.5709669796008809,-0.7591788827384008,0.00760622599680312,-1.0157653015997299,-0.769685478418142,-0.588828823123098,1.8551307501903302,-0.11692574813246799,-0.679774376419688,-0.6299900907054339,0.172939580156799,-0.389386146302841,-0.9433125818435321,21,21,0.664105874001527,0.664105874001527,Adygei,44.0,39.0
1397,2.6198122906904904,0.337113613161318,2.7084826828411903,1.7302752559136998,-0.647551954967823,1.3344741471872499,1.5407959128478101,-0.14182124751519598,1.3686508893996998,-1.1257913658288998,-0.48433159973053097,-0.7319440576982701,-1.26263818967572,-0.741197147251334,1.8161453433427501,-0.409644661783029,-0.9195821255887741,-0.741384841088236,-1.06369533950557,0.442068103872931,21,21,0.9815439357134721,0.9815439357134721,Adygei,44.0,39.0
1398,3.74253221930193,-0.139056987897447,4.43850201168424,0.510473148301935,-1.8956098064853302,-0.0778313884501273,-0.623897070665978,-0.4250858909469771,-0.851504887808678,-0.364929310393468,1.05410607980746,-0.740078974752803,0.151454940526491,-0.7671778724971509,1.83871367458719,-0.841318040475112,1.03175557581232,-0.18316411226157397,-1.1241604962833,2.0655814491482998,21,21,0.99825771987883,0.99825771987883,Adygei,44.0,39.0
1399,4.0251765872994705,-0.0166097864061922,4.14083217659542,0.7399990488084449,-0.9154968091067691,-0.46876506510373206,-0.270889138750385,-0.6488570328345771,-0.464709728692141,1.27483936033556,0.17539348983805098,-3.47063548017917,-0.8050236814834709,-0.27982972283159496,0.707662600027391,-0.39438796903172607,-0.739559593231123,-0.445558587914626,-1.3101557660910401,-0.912870383189412,21,21,0.667072866198171,0.667072866198171,Adygei,44.0,39.0
1400,4.406741498818679,1.84569252169251,5.8195835013219,-0.233489793870999,-0.360160699907891,0.449020656917693,0.42371905622479,0.127603156459892,0.17397697342853,1.09068946016116,0.8489490082314971,0.6787919009437801,0.978486020589889,0.896808725242796,0.29145532129796997,0.370705560121339,0.860120081512423,1.6898139925823799,1.0172987045236601,1.0566097691710201,21,21,0.971731217984322,0.971731217984322,Adygei,44.0,39.0
1401,4.15614788866395,0.8124029631966508,6.42140343787369,-0.116712801512194,0.559548583814924,1.04362291215864,-0.304726438190234,-1.6463223657107902,-0.7366808285048391,-1.14381650939974,0.356769288722384,0.209213241231177,-0.8216933214191321,-0.404062561319191,0.595502725266756,0.524131321078986,0.830017475880851,0.32412741065866496,-0.605638096029856,-1.44346611797961,21,21,0.619773955207755,0.619773955207755,Adygei,44.0,39.0
1402,4.09084359665143,1.9735249228921898,5.755981555457821,-1.02981764766638,1.52599088868308,-1.3709419594491299,-0.650076126258457,-1.4296034349544298,-1.31185278459402,0.16404231949602,1.04592144315853,0.24964856357524998,-0.954773041117447,0.459717447351284,1.03951171711026,-0.0911888534647703,1.6699339984964,0.0800513614652044,0.707169814884371,0.279544267134407,21,21,0.585796148013108,0.585796148013108,Adygei,44.0,39.0
1403,5.98479706462772,2.7204835838640897,4.08951830492067,-0.203139003648667,-0.35354486831820503,-0.542396060701104,0.32288917200951894,-0.153008172441302,-0.5607887786099871,1.1469864931376599,0.38511733681436405,-1.2267336109917,0.36903382510408095,0.376386171801325,1.53173508673702,1.13201483494647,-0.553500085713295,-0.658604902661373,0.43255088119297497,0.640265524694481,21,21,0.962662346798345,0.962662346798345,Adygei,44.0,39.0
1404,4.25944844309055,-0.205268381691905,4.25178739490601,-0.0597460876488029,-1.00133794433932,0.0927365604029797,0.573769281157315,-0.324590831640421,0.7284922789679441,-1.1048639517190602,0.0253399619298849,-0.39382441500051496,-0.296500350364713,0.6496366188271391,-0.178531475621896,-1.32274757733221,-1.14787005640036,-0.0825193727514355,-1.7335240269171297,1.81242295956019,21,21,0.996843251317002,0.996843251317002,Adygei,44.0,39.0
879,4.0965899946665,0.597053996295345,3.8637074069213098,1.01124698160007,0.500858874437045,-1.28194842643446,-0.18322204743624804,-3.23763202263455,-1.78291981526734,-0.7765628149090509,0.31023549581420695,-2.62353938750269,0.295544784176024,1.71100214509175,-1.4269793083098001,-0.5103112131042361,0.32538981872804196,2.1628058546599997,2.08141859462897,-0.0811396554921865,22,22,0.9939028426518459,0.9939028426518459,Russian,61.0,40.0
880,2.34975253787306,-0.63516368222955,3.90047656062838,0.632006889085443,1.02057340618284,-1.0644146692673,-1.26834280748644,-4.730447507768231,-1.5673048385792898,1.2907025664045,0.0682710490438486,-1.5078670255681301,-1.42381261752287,0.776576031815104,-1.53536746195853,0.18853364823960397,0.864893203516206,0.7050111989749108,0.173188700793241,-0.42052673095368,22,22,0.999933580416316,0.999933580416316,Russian,61.0,40.0
881,2.92554801962592,1.41592084860902,5.3365980698407,0.953991708935772,-0.5031653614342589,-1.57870322700836,-1.7135846060751299,-3.4557454086012,-1.3960610176461001,-0.7786033743234331,0.290111373936095,-2.26367919086888,0.919426759940004,1.64389959095997,-0.719270740829037,0.0250057198135175,-0.486825298498648,0.30453953565390096,0.11078691213736201,0.331848927862896,22,22,0.9397606918754899,0.9397606918754899,Russian,61.0,40.0
882,3.40359546024243,2.06483336476758,4.489213129567821,0.290053828111589,1.3489403219986498,0.47463915174848703,-1.1517611879165,-2.10292470180533,-1.02351628500311,-0.979525455981414,-0.185312735073643,-1.38029781888805,0.9123214162310881,0.768014505548828,-0.25963945642646896,0.190692623497007,-1.5821144914769298,-0.366680511071346,0.32225292071801304,-0.163540013192742,22,22,0.8958321457728391,0.8958321457728391,Russian,61.0,40.0
883,3.74906205442783,1.4851040386985501,4.6417688256523695,1.0257728985105001,0.369422891445522,-0.0788983829983445,-0.5442552443719729,-2.62304786054285,-1.67568485153827,-0.4617273293061239,-1.3866380165258798,-1.2059851753233501,-1.6629833007315902,1.39224707616067,0.5507986140908909,-0.885023145478808,0.24474600096972599,0.857912715886555,-1.13309734742225,0.9042321670025218,22,22,0.860066056880289,0.860066056880289,Russian,61.0,40.0
884,5.183382183483539,0.389404707943302,5.05053771052711,-0.222520671187769,0.116873824455642,0.8888978537248159,-0.648084835738412,-1.6857025394774,-0.985324317426435,0.838791517256991,1.29010472795194,-2.0868431237411698,0.8142962494303391,0.91584166388194,0.0915452289832273,-0.954510923498181,-1.09026175081781,0.0125316703668096,0.0228188192139516,0.8421455501796908,22,22,0.598995520699086,0.598995520699086,Russian,61.0,40.0
885,4.05771664353877,0.428809567548322,5.575306044893219,-1.4985005811018401,0.516038313608839,-0.5020815878579339,-0.566095284797288,-1.89084823332548,-1.3468155506870703,-0.381134668324259,-0.690009155820933,-1.20053519299131,2.41341929554779,0.839536646486277,-0.154642622916829,-0.22008780405919,-0.170552195083225,0.833343091878535,0.590101009296405,-0.00151096681248492,22,22,0.793433103725735,0.793433103725735,Russian,61.0,40.0
886,3.54416641961581,0.40743294769477395,6.16466526860603,0.890623366880819,0.326299728604348,0.27720737084936703,0.426072458405826,-2.79166586073431,-0.538969938041326,0.631393465328244,-0.8241770190516781,-0.518520118934791,-0.585280923929089,1.3755712283372399,-0.378947540571021,1.03439639615923,-0.055518544317367996,-0.574871786633301,0.21467996685111,0.34792452373406296,22,22,0.931606486728305,0.931606486728305,Russian,61.0,40.0
887,2.10306941130652,0.8578591730405251,5.218239842180231,0.587657919024731,0.352673579467783,-0.280706050056153,0.7591185274668031,-1.4918669720821798,-0.8362920812791941,0.11115219936861201,-0.4584080339069311,-2.1257395396072503,1.05468595818504,0.621010278274673,1.0178780527995799,0.180359613675084,-0.253438248069193,0.511734953866082,0.830183316652115,0.750172393225476,22,22,0.8981258969086852,0.8981258969086852,Russian,61.0,40.0
888,3.55057626422836,0.7898581107316249,4.14857887573297,2.02506383419434,-1.62848099650658,-0.7748757211760451,-1.42786213009065,-1.4740106268357398,-1.7367168424255,1.68531522782387,0.16005404137843,-3.4669924378667902,1.70717577986326,1.98506354863125,-0.212087473084369,-2.3377942711687902,-1.58869875673718,0.8199311881122242,-0.4198273224018521,0.32341906193537395,22,22,0.994378517611739,0.994378517611739,Russian,61.0,40.0
889,5.466887463755491,1.4132235624449099,2.92345276287741,0.29093035815369,-0.134538587112702,-0.413743720958798,-0.148863447464327,-2.51102739626462,-1.00511664041707,1.24591169063726,-1.7362947891427902,0.32918392680931896,-1.09462881797267,-0.0427906369923055,0.341771182811161,1.32001035586323,2.09350740128339,-0.0455660002883107,0.845497690834448,0.033095995423405,22,22,0.505506511810655,0.505506511810655,Russian,61.0,40.0
890,3.0599798050030804,0.47244274712168605,3.72683944938339,1.77055287073809,1.03631522543367,0.124979872365664,-1.01970881609834,-2.22606881749773,-0.0117711878339501,1.5469037134757,0.877197523451533,-1.37511832172685,1.19966662629234,1.47618165456251,-1.04518031747345,1.57288788237535,1.01016064960502,0.373073304602789,0.34537714047699103,0.27266069594118697,22,22,0.990990943289807,0.990990943289807,Russian,61.0,40.0
891,2.07229113816407,0.6398840497447901,5.1049464318682904,1.11148282913976,0.813868787236817,1.31332965082858,-0.327137090983732,-3.08001285710936,-1.07807269478727,-0.13345057156717402,0.274205132977889,-1.19106680897833,-0.0912262501806297,1.55660275025082,-0.8767237119127841,0.25799267749223803,0.0381187729866307,0.39779059005847206,0.228554114563559,0.126578575655455,22,22,0.997601462584635,0.997601462584635,Russian,61.0,40.0
892,5.08916406846114,0.40141213365054895,4.96496637023526,0.518712959897622,-0.6445182145601811,-1.05364510250275,-0.439037981340855,-3.52392631606498,-2.11747413536969,-0.607836465034019,-0.617040625897895,-0.633593112495306,0.0316443309369557,0.9793284904233579,-0.34664215037784396,-0.327788244268226,-0.9082919280212439,0.54374201296132,0.0956388606234463,-0.19286679555288003,22,22,0.9511345858724479,0.9511345858724479,Russian,61.0,40.0
893,3.8805911986022004,0.972870844438084,4.65331822732554,1.63419714784852,-1.10034696051095,-0.23856549163428303,-2.4212078120843703,-1.56222977722631,-0.753712442224867,0.890265001058504,-1.3512285229345802,-0.609710512891332,-1.1445353302441001,0.275358918326562,1.09677631099224,-2.26095666124519,-0.383680662614659,0.00667677171071607,0.7962225275405079,-0.686704867802101,22,22,0.8132783626894009,0.8132783626894009,Russian,61.0,40.0
894,4.4026117139506695,1.25504609282783,5.27454790932846,1.2102251563526698,-1.00823840096266,-1.31858618483369,-0.187739152952042,-1.2736135752239899,-0.0253604042954092,-1.14920186434298,-0.48583651115964704,-1.57996327208609,-0.823705114421975,0.917534650046511,0.9642113076251909,0.42693589068652005,-1.62619610391346,0.0037521035820992795,0.930974231560034,-0.6531249448593149,22,22,0.427271547262313,0.427271547262313,Russian,61.0,40.0
895,2.8158308454797405,3.5226345666918397,5.5657182987156295,1.12687392393823,0.957140708423015,1.1083116003526101,-2.28557473993943,-1.05167804378653,-2.55561737770789,-0.10554395927457301,-1.0647345421310601,-1.1268523086431999,-0.56839873938052,3.05769607938953,-0.45608572026342,-0.9685526784335942,-1.80877353560478,1.0732581796029301,-0.393655353765117,-0.4212599276191071,20,22,0.663966920616672,0.227494826141763,Russian,61.0,40.0
896,4.09988050669303,-0.371589210028086,5.657072074985269,0.706123960289041,0.977236825254682,-0.144044153469988,-0.0113328479498886,-1.61488882292684,-2.11434692095844,0.740760876701124,0.306822770916392,-0.709013645951724,-0.160864975375683,-0.40033616114654297,0.159404612408119,0.444560737907985,1.0919998708196998,-0.273073637507255,0.369496001348996,-0.0782586436725618,22,22,0.7848064702104391,0.7848064702104391,Russian,61.0,40.0
897,4.1077568011154995,1.6778457847568202,3.93520238957193,1.41624938843512,0.38391148019170596,-0.660730512197587,-2.1138038842034,-0.9680171634913559,-1.25104170927822,0.8410505284679141,-1.9559098312780703,-0.877226716250355,-1.2031995167507,1.0435944560093802,-0.0229471405764432,-0.477034486389022,-1.2369397915156999,0.369081216456409,1.5110820822782702,-0.28389365497650104,22,22,0.88970169538735,0.88970169538735,Russian,61.0,40.0
898,4.7258339457876,1.29780552628255,4.82336234333756,1.1396071021009,-1.08171270744964,0.129030158324295,-0.687075728103708,-1.1726199169923899,-0.955216626440625,0.37147487193383,1.2769258916683501,-3.35864555529775,-0.08462931362019001,0.4303775989797489,-1.3279340917112499,-0.24014657957030602,0.201755034051656,-0.313808738167921,-0.788320584093219,0.36829314800656804,22,22,0.7141699434241059,0.7141699434241059,Russian,61.0,40.0
899,3.91702977705334,0.410268272369679,5.51391908050436,1.6775422861792701,-0.0570281459228857,1.1546306125119299,-1.20041797135393,-2.44547754457209,-2.4101806006445496,-0.120461530587131,-0.953622573650177,-0.831098259498716,1.69119832029606,1.78600807369708,-1.06929376930797,-1.3331388732651999,-0.19154759992940198,0.696619138964663,0.37740989252499796,-0.941337304995698,22,22,0.971407859154749,0.971407859154749,Russian,61.0,40.0
900,3.79699559490331,2.68965951046035,6.22771935286582,1.06844178804314,1.5730833499538002,-0.503029926933495,0.8810985752398279,-0.9786051305095899,-0.9815757917543109,2.3616847715226803,-0.755794071121277,-0.900973064494188,-0.375112943619961,0.44343967521713,-0.5705125188797171,0.0767666689049786,-1.0014542736349301,0.9325328648179441,0.228336578940006,-0.393222587985466,22,22,0.724072959489788,0.724072959489788,Russian,61.0,40.0
901,3.39884268780192,1.7478470406536002,2.64002631950632,-0.727599931460395,0.648180418898374,-0.352069847397568,-1.5098898262114702,-1.82652341407967,-0.636028964098368,-2.4226425517791,-0.158157218596989,-0.7645433864468871,1.58008847296309,1.07549028073165,-0.7486857648559129,-1.17406296988646,-0.312577968310333,0.688281190078524,-0.590812654024943,-0.620243527841475,22,22,0.767614307005176,0.767614307005176,Russian,61.0,40.0
902,4.6754105244026505,0.453405261621221,4.860599426087401,0.10079966933809201,-0.023938680141132002,0.0987933657248058,-0.7856840410452829,-1.8262347267504497,-0.8759070898743809,-0.0327571859797302,-1.91933537576985,-1.9329343097610399,-0.0730713185057775,-0.511439622602115,-0.0119382977148892,0.533172351898109,-1.2327126990316,-1.10039002490376,0.295999568476232,-1.1772558952814398,22,22,0.822053002033081,0.822053002033081,Russian,61.0,40.0
903,2.9229606122475804,1.11504714886883,5.8143530313998095,1.34748531435696,-0.20089704476673603,0.527324125689237,-1.2279892180865601,-3.7557195730346797,-2.28363787734329,0.46034341846754107,0.277624712992276,-1.9407708931138101,-0.288827646680325,1.71765526169177,-0.7054186223311929,-1.8443291007966998,0.6317837099121301,1.12037415127433,0.35756426178488,-0.316678762607695,22,22,0.9939866857408901,0.9939866857408901,Russian,61.0,40.0
1357,4.52298348761094,2.2233559667394704,5.16064029511965,0.649183771231171,2.40404337688699,-0.506796342912365,-5.05030416122235,-1.85632416010246,-0.6808545885481401,-2.19549498402448,0.38131404187391,-0.942318247371032,1.31989875373354,1.3309368251697902,-0.326191451479431,0.349433509709583,1.2339506932231101,-1.2606737660207101,1.47582162051776,-0.935248410727728,24,24,0.945800840878782,0.945800840878782,Basque,43.0,0.0
1358,6.602996647514651,2.4584883689765,7.49233232626299,1.7951532289148602,-0.747436321267981,0.7506292361092339,-3.53509392312046,-1.93746280091457,-1.15488827852975,0.21404112880853998,-0.34641470303924,-1.4653099153368703,0.926967268204335,0.9672113504541681,-0.42489496838977703,0.311107849543789,0.118688972231585,-0.7782757685784929,0.7680948384909492,-1.1059153971209499,24,24,0.44595069725602904,0.44595069725602904,Basque,43.0,0.0
1359,6.10214718333521,2.17910523099033,6.72308669363529,1.20496457795771,0.5425985265154241,-1.59348437506365,-2.82283097752587,-2.36965647478041,-0.8386153243012829,-2.4875001959145,-1.63553897228946,-1.72074175000025,1.4089009666577,2.7782185833238704,-0.0851810180176783,0.00967755729485603,1.32233900531696,-0.531122268810994,0.7796314844656809,-0.512312216785324,24,24,0.945424571869058,0.945424571869058,Basque,43.0,0.0
1360,6.6313314001876,1.6266837661398998,6.56011210121046,0.0785329403778361,0.891472240738105,0.00243415818864556,-2.12715646592798,-1.9382833935685302,-0.772016373101044,-1.57600847353971,0.969932507022874,-2.3048922449145297,1.3731847920584899,2.31610471944552,0.018450707312775,0.8510459910294721,1.20783492443943,1.97800274458325,0.769999038067993,-0.410610435515468,24,24,0.6947241132253921,0.6947241132253921,Basque,43.0,0.0
1361,7.4868747443085,1.0447902897323,6.39498422531418,0.736989169328575,-0.318185857059543,0.254562724580578,-3.41114769508191,-2.0225368507872,-1.08919748513897,-1.4072937347477499,0.323326377898549,-1.98439413542467,1.29082185945856,2.74901224829505,0.18890500154844,1.2465850888476,0.0661790788900783,0.129415238934901,1.26453750553555,0.0797028241726545,24,24,0.913313470672766,0.913313470672766,Basque,43.0,0.0
1362,4.894766841053981,1.64361400051427,5.5535173148923,2.02471394962518,-0.259888240398778,-0.24355537134569102,-3.70338029847795,-1.32601911685078,-1.40555957152718,-1.2345346382091498,-0.5676570268828571,-1.07485172342563,-0.407275088493452,1.36590746778265,-1.1804906342073798,-0.451392308743202,0.556002855614229,0.6785564906594549,0.0072452055347249095,-0.5811854074130861,24,24,0.343030607015818,0.343030607015818,Basque,43.0,0.0
