"","ind.coord.LD1","ind.coord.LD2","ind.coord.LD3","ind.coord.LD4","ind.coord.LD5","ind.coord.LD6","ind.coord.LD7","ind.coord.LD8","ind.coord.LD9","ind.coord.LD10","ind.coord.LD11","ind.coord.LD12","ind.coord.LD13"
"Senegal_Casamance_6285",8.3394981095285,-2.34833076004385,-1.48909659332393,-1.66712857580305,2.64888148681389,1.22868729585883,1.47653192550148,-0.479517514880631,-0.665479403968607,0.714229048737689,0.99515626843932,1.09031508198767,-0.332629915832766
"Senegal_Casamance_6286",5.25545032270182,-0.549266849000462,-1.16944462095626,0.138603687647992,-1.27392520182987,-0.429473120717386,-0.780944667482232,0.615032677139959,-0.496025111389706,-1.96349958768907,-1.93885155346389,-0.104354900089582,0.0348032439684598
"Senegal_Casamance_6288",7.29680685049642,-0.75409732325633,-2.38377475471149,0.991078160388331,1.72654703193694,-1.23700455830712,0.740476294385769,0.394919885850344,-0.475493827532423,-0.833476032194884,0.0223147337412165,0.427585297954289,-0.550078445877583
"Senegal_Casamance_6289",7.81499288072728,-1.23593943631254,-2.84328447257287,-0.69634241063835,0.271702981837554,-0.469110243283811,0.560548006398552,1.32810794890995,-0.177101062606827,0.146939907112092,-0.456719508365575,0.685680175941538,0.29747203417606
"Senegal_Casamance_6290",9.63306045686299,-0.0154891306391739,-1.6942908304918,0.294673140703529,2.19981817664075,-1.48574016890202,1.03451177129056,-0.747080318352201,-0.562148624308889,-0.252963978670271,-0.378291147661707,0.448972445734222,-0.216495805062875
"Senegal_Casamance_6292",7.57668749115638,-1.40769824606336,-1.27043009300647,-0.25338457761996,1.27433968025877,-1.40769472492473,-0.225909520157647,0.197855853372535,0.973930612098816,0.362478266059985,0.826603294825063,-1.15112169722851,0.896951445630735
"Senegal_Casamance_6293",7.51048965175208,-0.0928706714794087,-1.21407066677331,1.05016968348461,1.54968895884345,-0.11161703434398,1.98520728066345,-1.50803730034038,-0.920419189995427,-0.329037966687913,0.661880923380103,-0.143963333317582,-0.0695888148946251
"Senegal_Casamance_6294",7.57548551790043,-0.734889496393869,-1.4510634578446,0.920874450618455,0.489009358449495,-0.352044435636151,1.94091147209999,-1.53399394666392,0.822068828798659,1.76262560732058,0.452902083671157,-1.65417201528337,0.90347203236393
"Senegal_Casamance_6295",8.81886111835795,-2.78188947275234,-2.46608697025848,-0.375900458500195,2.18338835673637,-0.66030046461607,0.690266423976894,-0.030125558028761,0.811039366626375,0.421322887788387,0.620552301573254,-0.919098217693972,-0.551728489780782
"Senegal_Casamance_6296",9.09914280838629,-1.36302123153204,-1.60756278360489,-0.479025991200127,1.14922030875219,-0.662190372580759,1.62650852547922,-0.894436464713208,0.558644726910764,0.23327704157896,0.884751360864122,-1.42623813328404,0.517907324367873
"Senegal_Casamance_6297",8.87741028699273,-2.2192617513511,-2.67341199200719,0.464117933552615,1.18659322630621,-0.132296498896912,1.57652240310114,-1.00083990944416,-0.154297475622199,1.69263618501639,0.572862761115739,-0.203927883358954,0.0486461570985888
"Senegal_Casamance_6298",9.38450157829621,-2.08422147099347,-1.8675572326995,-0.201702174419962,2.24547521116491,-0.144278988523287,1.52566014961457,-1.09054020009836,-0.529276329982816,0.407089792636494,-0.473897798230239,0.80399547168761,-0.433472231184564
"Senegal_Casamance_6299",7.58014658212934,-0.481954526274061,-0.45103705032806,0.0221647498808079,1.55313484812137,1.23535433987583,0.672171220793838,-1.09967488473575,-0.0114547625332255,1.23502873235716,-0.215819666035068,0.302839474782081,0.2489937967523
"Senegal_Casamance_6300",7.75768228391994,0.0721930732726541,-0.890186120346397,0.735972886472722,2.91958487196385,0.929209639161139,1.42743700885404,-1.0982978700289,0.485504058223558,0.894428481926012,-0.151840373872994,-0.690506226472539,0.566762925846679
"Senegal_Casamance_6301",8.04699444656432,0.22197846528297,-2.082090669214,-0.233073940392197,3.09616820634312,-0.299688924520962,-0.0799284982508654,0.663466489892507,-0.106326670725994,-0.118471052813706,-1.29519181100866,0.254850382377653,0.30234500369259
"Senegal_Casamance_6302",4.38647569040666,-0.0161342851609843,-2.07396584771432,0.678152518604749,0.451947994927871,0.0697390033931491,-0.0880593561904581,0.961254999121981,-0.119523569402252,-0.360274650529695,1.7796985947955,-1.21722658234437,0.0858477091526763
"Senegal_Casamance_6303",9.40193678174054,-1.14163242403492,-3.21472190856043,-0.349542590347567,0.807048393297811,0.267796243554838,-0.233263127100802,-1.42256590592303,-0.293777637104018,0.472614831191177,1.08331784432717,0.259358167062506,-0.803773979167253
"Senegal_Casamance_6305",8.37358981098405,-0.426980575967708,-2.14670469220429,0.468101109773441,1.87454870498388,0.3813854642256,-0.195796786610639,0.130568543452519,0.290308688872183,-0.0417544066407209,-1.68955818881344,-0.0113323745813841,0.453006164492409
"Tanzania_6573",3.15199503490285,-0.678747418693954,0.264339763795963,1.00650299440504,0.817312271919843,-0.0750073635491862,-1.36642586480508,0.0562554304746733,-0.992944307360513,-1.05850676515496,1.45264153982532,0.127991603878205,-1.27164905825138
"Tanzania_6579",8.79731074220062,-1.48568494147945,-2.44223751742092,0.907026183865264,3.32219641721687,-0.878433814601422,-1.2338679662799,0.620022646950634,0.126038058744049,-0.394982510161689,-0.567157767412684,0.520009015177029,0.483846220798407
"Tanzania_6580",2.78838303807305,-0.643242574771882,-2.10755729039016,-0.434022472340589,0.340926123760971,-0.462918666685049,-0.789812140475089,0.695864081934498,-0.314732954291645,-0.521694867992906,0.435778626740235,-0.472786650983633,-0.198224402776561
"Tanzania_6581",6.82342548872453,-0.130323563812599,-1.56477393888352,-1.07553620989133,3.68179334054841,0.476858640370909,-2.37892101854915,2.5123767535481,0.201692587429269,0.0847481196215349,0.702801148274219,1.73665373535192,-0.363288251760932
"Tanzania_6583",6.76157366243662,-0.887867854437293,-3.16716924037353,1.52807473036203,3.70052429298029,0.596100147828112,0.656554999728629,-0.237780238163444,0.911315366598057,0.408673080852808,-1.39069694702409,0.807162172856935,-0.210617593950385
"Tanzania_6588",6.10080450276758,-0.964328036388838,-3.3444719717408,-0.526403914303856,2.69284894322779,-0.727023252110875,-1.33726815352557,1.10630464473132,0.796054194133203,-0.592662686406189,-0.73909946351398,-0.660799305648723,-0.395821011487243
"Tanzania_6589",5.84443665492329,-0.287577217081892,-2.77460285642413,-0.626551435545258,2.30614757153079,0.749573069946901,-1.34995158242644,2.42514707550273,-0.247251286768152,-0.501601225438208,1.02305014404958,0.341497126494861,0.472384716637809
"Tanzania_6593",7.42147475320023,-1.026369455555,-3.03168177141955,-0.594938657036175,3.01812858233934,0.672833543027548,-2.38681904667581,0.964723741393648,0.211731049221347,-1.41298693895569,-1.8042055076441,1.22548921049759,-0.220147603984801
"Nepal_7074",3.31312263362731,1.01367594021549,2.2857530855266,0.623182744389199,-2.90923380172477,-0.994745905525367,3.14006644411797,-3.17149397096679,1.24612612076877,1.39989443208706,-1.18284192142251,0.41721422199472,-0.112316415765264
"Nepal_7076",2.94463965975727,-1.43794602219294,2.53330787683032,-1.59752885285635,-2.75468436334853,1.54650634494586,1.20534458320142,-3.87911324724679,0.791933666847609,-0.277717310839311,1.68076532707196,-0.0651742860280012,0.391418622981455
"Nepal_7077",5.41050539519075,-2.34472693482955,0.948319955951224,-0.728232730240995,-2.27072709660989,0.915425748237152,-0.722541581380045,-1.04683588815107,2.00897017933659,-2.80201504288236,0.957267856028052,1.62101147459637,-0.855898376344797
"Nepal_7078",3.18349606311791,0.865409805269303,1.82165214036892,1.69624769760534,-1.81078376979772,1.59405703992236,1.00160365358218,-1.81744195927708,-0.152661510025037,-0.456836986329469,-0.256491210039866,0.881133843499379,-0.00256279950537119
"Bangladesh_6661",2.0591552182632,0.587744787330862,2.53840206023791,-2.06411776158632,-2.58449205608213,0.431754341326883,-0.864201481234429,0.228627750367371,0.663482571530825,-1.13686510740653,-0.663583950520538,1.45946368831807,1.60906442283533
"Bangladesh_6669",1.31931087953122,-0.960388944661156,0.770454263993265,-1.49040403449277,-1.88404124274283,0.56521149594763,0.315728525728896,-0.823894259664453,2.29243859415798,0.154845505498782,1.32957878262585,0.0753934332479956,0.346169144464754
"Bangladesh_6699",5.36579345278697,1.25956080333058,0.655625350436026,-1.22844074905622,-1.59309562141458,1.58106504556209,0.446547203849182,0.294493062145284,-1.17907784924015,1.11388326368397,1.10033149717264,-3.24452021885334,0.98352726352804
"Bangladesh_6705",2.33027679313287,1.39476249140698,1.21855533430359,-0.576684733758517,-1.41283785574947,0.73327156102112,1.55038757251743,-1.37264960249816,-0.231193836178851,-1.43565212485739,-0.355305917887866,0.483882033762096,1.06732751075036
"Bangladesh_6711",3.71621450567785,0.565386167568886,0.244190592485134,-2.23904817749515,-2.26587008273748,0.376167784418412,-1.38416459715882,1.29529626699622,0.876986194897181,-0.131125532890769,-0.153523591863656,-0.167503598256931,1.09004706205377
