key,LD1,LD2,LD3,LD4,LD5,LD6,LD7,LD8,LD9,LD10,LD11,LD12,LD13,assign,grp,posterior_assign,posterior_grp,Decimal Latitude,Decimal Longitude
Senegal_Casamance_6285,8.339498109528499,-2.3483307600438503,-1.48909659332393,-1.66712857580305,2.64888148681389,1.22868729585883,1.4765319255014802,-0.47951751488063105,-0.665479403968607,0.7142290487376891,0.9951562684393199,1.0903150819876701,-0.332629915832766,1,1,0.99961598226042,0.99961598226042,12.53593,-16.355377
Senegal_Casamance_6286,5.2554503227018206,-0.5492668490004621,-1.16944462095626,0.138603687647992,-1.2739252018298701,-0.429473120717386,-0.780944667482232,0.615032677139959,-0.496025111389706,-1.9634995876890702,-1.93885155346389,-0.10435490008958198,0.0348032439684598,4,1,4.09447569205916e-20,0.0364424652233576,12.53593,-16.355377
Senegal_Casamance_6288,7.29680685049642,-0.7540973232563299,-2.3837747547114905,0.991078160388331,1.72654703193694,-1.23700455830712,0.7404762943857691,0.394919885850344,-0.475493827532423,-0.833476032194884,0.0223147337412165,0.427585297954289,-0.550078445877583,1,1,0.955009898477078,0.955009898477078,12.53593,-16.355377
Senegal_Casamance_6289,7.814992880727281,-1.23593943631254,-2.8432844725728703,-0.6963424106383499,0.271702981837554,-0.46911024328381107,0.560548006398552,1.3281079489099499,-0.17710106260682698,0.14693990711209198,-0.456719508365575,0.685680175941538,0.29747203417606,1,1,0.985403825605635,0.985403825605635,12.53593,-16.355377
Senegal_Casamance_6290,9.63306045686299,-0.0154891306391739,-1.6942908304918,0.294673140703529,2.19981817664075,-1.4857401689020202,1.03451177129056,-0.747080318352201,-0.562148624308889,-0.25296397867027104,-0.378291147661707,0.448972445734222,-0.216495805062875,1,1,0.9999532324982678,0.9999532324982678,12.53593,-16.355377
Senegal_Casamance_6292,7.57668749115638,-1.40769824606336,-1.2704300930064698,-0.25338457761996,1.27433968025877,-1.40769472492473,-0.225909520157647,0.197855853372535,0.9739306120988159,0.362478266059985,0.826603294825063,-1.15112169722851,0.896951445630735,1,1,0.9947711932326959,0.9947711932326959,12.569162,-16.173592000000003
Senegal_Casamance_6293,7.51048965175208,-0.0928706714794087,-1.21407066677331,1.05016968348461,1.54968895884345,-0.11161703434397999,1.98520728066345,-1.5080373003403797,-0.9204191899954269,-0.329037966687913,0.6618809233801031,-0.143963333317582,-0.0695888148946251,1,1,0.9999544970768499,0.9999544970768499,12.569162,-16.173592000000003
Senegal_Casamance_6294,7.57548551790043,-0.734889496393869,-1.4510634578446,0.920874450618455,0.489009358449495,-0.352044435636151,1.94091147209999,-1.53399394666392,0.822068828798659,1.7626256073205802,0.4529020836711571,-1.65417201528337,0.90347203236393,1,1,0.9999989643795891,0.9999989643795891,12.569162,-16.173592000000003
Senegal_Casamance_6295,8.81886111835795,-2.78188947275234,-2.46608697025848,-0.375900458500195,2.18338835673637,-0.66030046461607,0.690266423976894,-0.030125558028761,0.811039366626375,0.421322887788387,0.620552301573254,-0.919098217693972,-0.551728489780782,1,1,0.99965650911214,0.99965650911214,12.569162,-16.173592000000003
Senegal_Casamance_6296,9.099142808386288,-1.36302123153204,-1.6075627836048898,-0.479025991200127,1.14922030875219,-0.662190372580759,1.6265085254792198,-0.894436464713208,0.5586447269107641,0.23327704157896,0.8847513608641221,-1.4262381332840401,0.517907324367873,1,1,0.999998387897213,0.999998387897213,12.569162,-16.173592000000003
Senegal_Casamance_6297,8.87741028699273,-2.2192617513511004,-2.67341199200719,0.464117933552615,1.18659322630621,-0.13229649889691197,1.57652240310114,-1.00083990944416,-0.154297475622199,1.6926361850163898,0.5728627611157391,-0.20392788335895395,0.0486461570985888,1,1,0.9999971154427041,0.9999971154427041,12.569162,-16.173592000000003
Senegal_Casamance_6298,9.384501578296211,-2.08422147099347,-1.8675572326995,-0.20170217441996202,2.2454752111649103,-0.144278988523287,1.52566014961457,-1.09054020009836,-0.529276329982816,0.407089792636494,-0.47389779823023903,0.80399547168761,-0.43347223118456396,1,1,0.999984856824133,0.999984856824133,12.569162,-16.173592000000003
Senegal_Casamance_6299,7.58014658212934,-0.48195452627406105,-0.45103705032806,0.0221647498808079,1.55313484812137,1.2353543398758302,0.6721712207938381,-1.09967488473575,-0.0114547625332255,1.2350287323571598,-0.215819666035068,0.302839474782081,0.2489937967523,1,1,0.9995245472286031,0.9995245472286031,12.569162,-16.173592000000003
Senegal_Casamance_6300,7.75768228391994,0.0721930732726541,-0.890186120346397,0.735972886472722,2.9195848719638504,0.929209639161139,1.42743700885404,-1.0982978700289001,0.48550405822355797,0.894428481926012,-0.151840373872994,-0.690506226472539,0.566762925846679,1,1,0.9997676934090408,0.9997676934090408,14.497401000000002,-14.452361999999999
Senegal_Casamance_6301,8.04699444656432,0.22197846528297,-2.082090669214,-0.233073940392197,3.0961682063431204,-0.29968892452096196,-0.0799284982508654,0.663466489892507,-0.106326670725994,-0.11847105281370598,-1.29519181100866,0.254850382377653,0.30234500369259004,1,1,0.794013611116519,0.794013611116519,14.497401000000002,-14.452361999999999
Senegal_Casamance_6302,4.386475690406661,-0.0161342851609843,-2.07396584771432,0.678152518604749,0.451947994927871,0.0697390033931491,-0.0880593561904581,0.961254999121981,-0.119523569402252,-0.360274650529695,1.7796985947955,-1.2172265823443702,0.0858477091526763,2,1,1.47639525461327e-10,0.0888600985323767,14.497401000000002,-14.452361999999999
Senegal_Casamance_6303,9.40193678174054,-1.1416324240349198,-3.2147219085604304,-0.3495425903475671,0.8070483932978109,0.267796243554838,-0.233263127100802,-1.42256590592303,-0.293777637104018,0.472614831191177,1.08331784432717,0.25935816706250603,-0.8037739791672529,1,1,0.999893582396878,0.999893582396878,14.497401000000002,-14.452361999999999
Senegal_Casamance_6305,8.37358981098405,-0.42698057596770794,-2.14670469220429,0.46810110977344105,1.8745487049838798,0.3813854642256,-0.19579678661063898,0.130568543452519,0.290308688872183,-0.0417544066407209,-1.6895581888134399,-0.0113323745813841,0.453006164492409,1,1,0.9798379784965869,0.9798379784965869,14.497401000000002,-14.452361999999999
Tanzania_6573,3.1519950349028503,-0.678747418693954,0.264339763795963,1.00650299440504,0.8173122719198429,-0.0750073635491862,-1.36642586480508,0.0562554304746733,-0.9929443073605129,-1.05850676515496,1.4526415398253198,0.12799160387820502,-1.27164905825138,4,2,3.53591076822583e-12,5.8157834900049404e-05,-3.399439,37.563106
Tanzania_6579,8.797310742200619,-1.48568494147945,-2.44223751742092,0.907026183865264,3.3221964172168703,-0.878433814601422,-1.2338679662799,0.620022646950634,0.12603805874404903,-0.394982510161689,-0.567157767412684,0.520009015177029,0.48384622079840706,1,2,0.618124728422181,1.65781900370028e-27,-6.815778,37.699853000000004
Tanzania_6580,2.7883830380730497,-0.6432425747718821,-2.10755729039016,-0.434022472340589,0.340926123760971,-0.462918666685049,-0.7898121404750891,0.695864081934498,-0.31473295429164505,-0.521694867992906,0.43577862674023504,-0.47278665098363304,-0.198224402776561,4,2,2.53224240915237e-11,0.000250742511233037,-6.815778,37.699853000000004
Tanzania_6581,6.82342548872453,-0.130323563812599,-1.56477393888352,-1.07553620989133,3.6817933405484102,0.47685864037090897,-2.37892101854915,2.5123767535481,0.201692587429269,0.0847481196215349,0.702801148274219,1.7366537353519198,-0.363288251760932,2,2,5.58983020079227e-22,5.58983020079227e-22,-6.815778,37.699853000000004
Tanzania_6583,6.76157366243662,-0.887867854437293,-3.16716924037353,1.52807473036203,3.70052429298029,0.596100147828112,0.656554999728629,-0.23778023816344396,0.911315366598057,0.40867308085280796,-1.39069694702409,0.8071621728569351,-0.210617593950385,1,2,0.58800052137571,3.13795209251563e-23,-6.815778,37.699853000000004
Tanzania_6588,6.10080450276758,-0.964328036388838,-3.3444719717407994,-0.526403914303856,2.69284894322779,-0.7270232521108749,-1.33726815352557,1.10630464473132,0.796054194133203,-0.592662686406189,-0.7390994635139799,-0.660799305648723,-0.39582101148724297,2,2,1.48757541303848e-18,1.48757541303848e-18,-6.845697,37.663283
Tanzania_6589,5.84443665492329,-0.287577217081892,-2.7746028564241296,-0.6265514355452579,2.30614757153079,0.7495730699469009,-1.3499515824264399,2.4251470755027302,-0.24725128676815197,-0.501601225438208,1.02305014404958,0.341497126494861,0.47238471663780895,2,2,1.08391849273262e-18,1.08391849273262e-18,-6.845697,37.663283
Tanzania_6593,7.421474753200231,-1.026369455555,-3.0316817714195494,-0.5949386570361751,3.01812858233934,0.672833543027548,-2.38681904667581,0.9647237413936479,0.21173104922134697,-1.41298693895569,-1.8042055076441001,1.22548921049759,-0.22014760398480102,2,2,8.715247565587049e-24,8.715247565587049e-24,-6.845697,37.663283
Nepal_7074,3.3131226336273096,1.01367594021549,2.2857530855266,0.623182744389199,-2.90923380172477,-0.9947459055253671,3.1400664441179704,-3.1714939709667904,1.24612612076877,1.3998944320870599,-1.18284192142251,0.41721422199471997,-0.11231641576526402,3,3,2.25854444809766e-21,2.25854444809766e-21,27.588819,83.71495999999999
Nepal_7076,2.94463965975727,-1.4379460221929399,2.5333078768303197,-1.5975288528563503,-2.75468436334853,1.5465063449458603,1.2053445832014198,-3.87911324724679,0.791933666847609,-0.27771731083931106,1.68076532707196,-0.0651742860280012,0.391418622981455,3,3,5.58008087165117e-20,5.58008087165117e-20,27.588819,83.71495999999999
Nepal_7077,5.41050539519075,-2.34472693482955,0.9483199559512241,-0.728232730240995,-2.2707270966098902,0.915425748237152,-0.7225415813800451,-1.04683588815107,2.00897017933659,-2.80201504288236,0.957267856028052,1.6210114745963702,-0.855898376344797,3,3,1.76205401410726e-21,1.76205401410726e-21,27.588819,83.71495999999999
Nepal_7078,3.18349606311791,0.865409805269303,1.8216521403689199,1.6962476976053402,-1.81078376979772,1.5940570399223601,1.00160365358218,-1.81744195927708,-0.152661510025037,-0.456836986329469,-0.256491210039866,0.881133843499379,-0.00256279950537119,3,3,2.0564398644809698e-18,2.0564398644809698e-18,27.588819,83.71495999999999
Bangladesh_6661,2.0591552182632,0.5877447873308621,2.5384020602379103,-2.06411776158632,-2.5844920560821296,0.431754341326883,-0.8642014812344291,0.22862775036737099,0.663482571530825,-1.1368651074065301,-0.663583950520538,1.4594636883180703,1.6090644228353301,4,4,9.53277328565625e-14,9.53277328565625e-14,23.952822,90.279872
Bangladesh_6669,1.3193108795312198,-0.960388944661156,0.770454263993265,-1.49040403449277,-1.8840412427428301,0.56521149594763,0.315728525728896,-0.823894259664453,2.29243859415798,0.15484550549878198,1.32957878262585,0.0753934332479956,0.34616914446475394,4,4,7.941917628985821e-12,7.941917628985821e-12,24.369664,89.24502199999999
Bangladesh_6699,5.36579345278697,1.25956080333058,0.655625350436026,-1.22844074905622,-1.59309562141458,1.58106504556209,0.446547203849182,0.294493062145284,-1.17907784924015,1.11388326368397,1.10033149717264,-3.2445202188533395,0.9835272635280401,4,4,2.22026913632584e-18,2.22026913632584e-18,24.59009,88.27094
Bangladesh_6705,2.33027679313287,1.3947624914069798,1.21855533430359,-0.576684733758517,-1.41283785574947,0.7332715610211199,1.5503875725174299,-1.37264960249816,-0.231193836178851,-1.43565212485739,-0.35530591788786603,0.48388203376209604,1.0673275107503601,4,4,6.31102402748461e-10,6.31102402748461e-10,24.089883,90.40780600000001
Bangladesh_6711,3.71621450567785,0.5653861675688859,0.24419059248513397,-2.23904817749515,-2.26587008273748,0.3761677844184121,-1.3841645971588201,1.2952962669962198,0.876986194897181,-0.131125532890769,-0.153523591863656,-0.167503598256931,1.0900470620537699,4,4,7.676437960302529e-17,7.676437960302529e-17,24.678442,90.09878
Bangladesh_6727,3.84446545964665,0.0661535119414392,0.6675882272925829,0.11067464489214598,-3.3241704063804596,1.59353810719441,-2.84174154046041,0.782611475598898,-1.63258493345277,-0.9133147727784591,-0.736684768287741,-0.37977164535903707,-0.9569057006502449,4,4,1.29854530066662e-19,1.29854530066662e-19,24.02307,90.772297
Bangladesh_6733,2.12102044870361,-0.990197974729947,-0.216951495068349,-1.8355428292871099,0.0201056528187347,1.06090619073434,-1.25108845108156,3.5696123809595495,0.17916538998359602,1.90506725801404,-0.359451286429215,0.108868788375411,0.34819685533914396,4,4,8.20194777104708e-12,8.20194777104708e-12,23.858456,89.92532299999999
Bangladesh_6740,4.48286256367137,0.0616053786294507,0.319840449922722,-1.64783374778052,-1.95735518566257,1.1066262863212502,0.065126156080732,-1.1744120493138999,0.7485235577802729,-1.16696663285656,-2.74216345639329,-1.03890219118888,-0.345107707905064,4,4,2.85616153190477e-18,2.85616153190477e-18,23.86726,90.27216800000001
Bangladesh_6749,2.5862961098267405,-0.505368869985193,1.6917693398153002,0.55351104581891,-1.4529589422171298,0.37434754792649394,-0.0224194299384416,-0.18586394673165602,0.654694511056531,2.2514895740205,1.3951995781556898,-1.2934152351843602,1.14463577979875,4,4,3.2279466959732996e-14,3.2279466959732996e-14,24.070033,89.113417
Bangladesh_6759,2.94833316644799,0.57207294881741,1.39204334594875,-1.24627241559363,-2.7357862636659904,0.854712983673075,-1.7861056218791398,0.77211972995115,-1.35523495727913,-0.363431199983504,-0.138945658272323,1.1626977071642302,-0.18714295307080303,4,4,5.52955035850471e-16,5.52955035850471e-16,24.99898,89.775533
Bangladesh_6769,3.56362837906842,0.45833403417831803,0.330343791015671,-0.727202332143056,-2.7326288489234702,1.57585273466569,-0.246625681512222,0.156183339724952,-1.09628511341477,0.14614416598235597,-0.6164560125775881,-0.6889302987466089,-2.13361554843387,4,4,1.0426883196784999e-16,1.0426883196784999e-16,24.581659,90.394856
Bangladesh_6775,2.67427675677787,0.32048627836054905,2.2433896581477,0.330266790085815,-3.009043375758,-0.0658330314404071,1.39778291328246,-1.20589587118276,0.00194275899911875,-0.6944805634111669,-1.23450616821099,1.1288008404991399,1.5149684415435702,3,4,1.3472601891585098e-16,8.71946273783791e-16,24.993592,91.28910400000001
Bangladesh_6778,2.2643634860064,-0.5132546375617371,1.14812467064973,-0.5013057850032671,-2.40968823070004,1.9237128400463799,-1.1474075214923898,0.676807805525908,0.241976498920825,-0.597342728684605,0.344495444015662,0.535388385188157,-0.61619568787327,4,4,8.009578911696949e-15,8.009578911696949e-15,24.422368,91.443469
Bangladesh_6792,2.76630900693527,1.4315583641357699,2.3451423072057302,-2.04075649529197,-1.1716712441844,2.01335794066392,-0.525607594088469,0.484147839161152,0.0850152327941008,1.4674940022343401,0.102375391530684,0.9765267191104059,1.6393404899056598,4,4,8.334252024518991e-12,8.334252024518991e-12,25.766793,89.233795
Bangladesh_6799,1.69625506477379,0.000970710367952599,0.497124156560243,-1.1614470928746001,-0.950399868477721,2.55064682591702,-0.7237490781994541,1.1486522664121699,0.165234547409367,-0.378738420082397,-0.6963451935804489,1.50019094026161,-0.915661893473842,4,4,4.25229662028912e-10,4.25229662028912e-10,25.941666,88.84666899999999
Bangladesh_6814,5.61075407134568,0.691223342911949,0.9997222279308922,0.116466843340124,-0.158087480124296,-0.20692648597780605,-0.6014636546160961,0.281544253571624,-1.3481776551014701,0.361623834006126,1.10294958789222,-0.20242448439667501,-0.4035737028027929,4,4,3.94178460210725e-18,3.94178460210725e-18,25.828167999999998,89.68162099999999
Bangladesh_6816,3.0743097904213603,-0.29902335809797,0.62083478061197,-0.0925058640633456,-2.9308789027593303,0.9230634650275851,1.2857446674678101,0.514487539275323,-0.671940975458445,0.516160682359592,-0.0657799448832219,0.631818109523482,1.3744774378811597,4,4,9.791237052894079e-17,9.791237052894079e-17,25.874819,89.455309
Bangladesh_6824,2.4921135796661003,-0.6075854138970971,-0.430964420529455,0.177612544773737,-2.5593308863676802,1.637387335108,1.6898922916748702,-0.5107196803573271,-1.06922749734724,-0.20986617261395102,0.762498862336631,1.2967339815915802,1.67383742500779,4,4,2.98636717655074e-14,2.98636717655074e-14,25.279387,89.35351999999999
Bangladesh_6834,3.44337194402341,-1.25060757151911,0.0468270320513331,-2.37994668821051,-2.10513318715912,1.9617601494709798,0.27732381969120395,0.846912972937293,0.949560657110562,-0.5299457929099071,1.23316697663822,0.529038853298722,-0.8391480115758709,4,4,8.29439189070922e-18,8.29439189070922e-18,25.663638,89.049061
Bangladesh_6845,2.7377994664886898,0.763504091925129,0.12015280594278199,0.31637472806545197,0.517174904779317,0.6083138597442099,-0.893012532848868,1.20754549760245,-0.139203391296033,-2.0013817333807,-1.51386512817379,1.3000965137985903,1.83140988994592,4,4,2.21154079060678e-09,2.21154079060678e-09,22.690181,90.620417
Bangladesh_6868,3.2853797455933,0.7153069419550679,2.24994960046738,0.721634601768006,-1.18314944760729,-1.17065946043583,-1.8147070724360002,1.23301625184975,-0.49250875181216097,0.755107193641089,1.6370317862721002,0.48450128832756495,-2.30459837518024,4,4,8.011646097946359e-15,8.011646097946359e-15,22.133909,90.236193
Bangladesh_6881,1.65495256048846,0.573440006356549,0.557193750288564,0.312948730487294,-0.30969395420991497,0.969958500229996,0.24876133341398898,0.282529092520992,-0.0860636733712987,-0.503966494114127,1.08328630826988,-1.25173746933386,-0.192838529923965,4,4,5.8348876831947306e-08,5.8348876831947306e-08,24.682572,88.157107
Bangladesh_6902,1.87682795322934,1.85339293109724,1.80147806330855,-1.26236681560963,-1.6897195966024199,1.26134864394943,-1.39342022559878,0.49389731755454297,-1.56643040190232,0.44611458537559295,0.599519289268365,-2.0006679655954,-0.0737538862740237,4,4,7.761764364326401e-10,7.761764364326401e-10,25.666878,88.488855
Bangladesh_6908,2.96341006205006,-0.6947014531653659,0.6465250719790311,-1.04349837797082,-1.91721401912557,2.5018266587713502,-0.30174983938875105,-2.2596143119428103,-0.31747333638844705,0.0111667333681844,-2.31897370381355,-0.44968284192328295,0.408929063973016,4,4,2.6615196161106704e-15,2.6615196161106704e-15,26.027364000000002,88.464611
Bangladesh_6914,2.44117504291813,-0.766970692287705,1.69639616741299,-2.1133630400401002,-1.14863416497105,-0.8014391318767949,-0.5968313342839809,-0.377741187271772,2.52945820553404,-1.99414294255882,-0.8981020411031629,1.1449085241417298,-0.523433203971349,4,4,3.35906240661503e-14,3.35906240661503e-14,22.469808,92.051815
Bangladesh_6926,2.5497002029871,1.0969519828181,1.63980787589351,-0.0646266482029694,-0.7517306553812879,1.00120040227191,-1.3738766478598703,0.326261144775235,1.74324464866972,-0.777486695160566,0.411714748111645,1.04341380997026,-2.01912346570218,4,4,7.80079460682123e-11,7.80079460682123e-11,21.701487,92.02730600000001
Bangladesh_6935,0.55096066782329,-1.4978261313303602,-0.459200020859924,-1.73885732276407,-1.5342026223985201,1.37630236501702,1.09919273809573,0.10116886067852301,0.411235573337074,-0.680402129294997,1.2051248622657,-1.2057927258735301,-0.92029180743275,4,4,1.2269058122411801e-09,1.2269058122411801e-09,22.595782999999997,90.280787
Bangladesh_6941,2.54804997809572,0.6071777457730829,0.458556037110577,-1.94477702488007,-3.2241181869519595,1.24400067804934,-1.8141615451638502,0.789846043095225,0.27455490024622103,1.11237235784626,0.41516459952566204,0.135508996170611,1.07864881020675,4,4,3.0308770978999503e-15,3.0308770978999503e-15,22.917773999999998,89.91597900000001
Bangladesh_6946,2.6234716717142903,-0.11933443052967599,0.752110052281167,-0.7082379547975041,-2.6789225270112698,1.48047820807176,-2.08343172832896,1.37537203351776,-1.0632155550987201,-0.54376647602857,-0.139669158592023,-1.11697950600775,-1.8482102430904799,4,4,6.46328603623304e-16,6.46328603623304e-16,23.715315,89.662811
Bangladesh_6960,2.00226941535417,0.35889982953879296,3.48402038473747,-1.98035928091901,-2.53030252502715,2.42467460189209,-1.07224505316096,-1.4870567442288403,1.5320563753613898,1.28870568713153,-1.1726324716637,0.8796112087071009,-0.561219641292749,4,4,9.26846411541492e-14,9.26846411541492e-14,24.741847,90.409316
Bangladesh_6961,2.46956180001823,0.895038137591882,3.1774373090754104,-1.00855010925276,-2.2601774054645096,1.80514919256758,-0.0790021651341497,-0.466627752793887,0.47336692511773104,0.45692377604767603,1.14808658650136,0.42756040044725896,0.7055118797313241,4,4,1.71321710663011e-13,1.71321710663011e-13,25.022868,90.01865600000001
Bangladesh_6970,1.81895864095582,1.49890392753667,-0.05524149773678701,-0.692806207116187,-0.825372165482578,1.68318241611195,-0.11645125847651401,1.76696431330702,0.336125953140781,0.110179565117411,-2.5367717229210096,0.280077106474389,-0.9169631513434849,4,4,6.68277024524405e-08,6.68277024524405e-08,24.11637,91.077772
Bangladesh_6984,1.6252772092445,0.9575530968733391,1.0683880395008,0.393333170473824,-2.52034900264312,1.06016990177297,-0.60129418045022,0.09329780594433401,-1.89109304539581,-1.09158163552141,1.1024348766135301,-0.9532668060968679,0.6488786992590739,4,4,4.83234581291538e-11,4.83234581291538e-11,25.121823000000003,90.340717
Bangladesh_6988,2.93739163708353,0.5624247015265661,0.685470074404203,-0.457391686672443,-2.9997474867665694,1.08142117932702,0.40324057569103705,0.5780450314418821,-1.3740113384370902,1.5461533883812202,-1.2322949054443602,-0.7349187656908991,-1.6617858866452802,4,4,1.3527394267747101e-15,1.3527394267747101e-15,24.856744,90.03732
Bangladesh_6999,2.02137902251903,1.08977667153907,1.1335953359800501,-2.2112553144866203,-1.0289134583689,1.8430639059961498,0.7653963416071609,0.847649455594619,-0.958179412462079,0.9673069989154731,-1.50767250396009,-2.018062757114,0.83211825787691,4,4,1.02862899056781e-09,1.02862899056781e-09,25.1,89.033333
Bangladesh_7006,3.13331839563232,-0.9359818568174079,2.4137018188828,-0.00740093922904389,-3.5764205956334902,0.419844297302849,-0.594798627139696,0.03843401130265,0.41605184325551897,0.328860169043348,-0.54811050851262,0.592341761368224,-0.625488681725696,4,4,5.46352246200388e-20,5.46352246200388e-20,25.016667,89.31666700000001
